#,Repository,Owner,Owner Type,Stars,Forks,Infected Files,File Paths,Description,Repo URL
349,sybotstackdev/Portfolio,sybotstackdev,User,0,0,1,postcss.config.mjs,,https://github.com/sybotstackdev/Portfolio
350,NEERAJ131124/pisync-fe,NEERAJ131124,User,0,0,1,postcss.config.mjs,,https://github.com/NEERAJ131124/pisync-fe
351,RazaAkmal/frontend-test,RazaAkmal,User,0,0,1,postcss.config.mjs,,https://github.com/RazaAkmal/frontend-test
352,kasunwathsala/Loomistore,kasunwathsala,User,0,0,1,postcss.config.mjs,,https://github.com/kasunwathsala/Loomistore
353,um8r/bridge-master-fyp,um8r,User,0,0,1,postcss.config.mjs,,https://github.com/um8r/bridge-master-fyp
354,RathodDeven/danz-web,RathodDeven,User,0,0,1,postcss.config.mjs,,https://github.com/RathodDeven/danz-web
355,Gowreesh-VT/OnlyFoundersV2,Gowreesh-VT,User,0,0,1,postcss.config.mjs,,https://github.com/Gowreesh-VT/OnlyFoundersV2
356,garrycha/test-job,garrycha,User,0,0,1,postcss.config.mjs,,https://github.com/garrycha/test-job
357,wasi2320/ctk-new,wasi2320,User,0,0,1,postcss.config.mjs,,https://github.com/wasi2320/ctk-new
358,sayyamButt317/hire-with-tess-frontend,sayyamButt317,User,0,0,1,postcss.config.mjs,,https://github.com/sayyamButt317/hire-with-tess-frontend
359,Al-amin07/bigso_app,Al-amin07,User,0,0,1,postcss.config.mjs,,https://github.com/Al-amin07/bigso_app
360,shermuhammad786/gs-hackathon,shermuhammad786,User,0,0,1,postcss.config.mjs,,https://github.com/shermuhammad786/gs-hackathon
361,smit455/big_bazaar-store,smit455,User,0,0,1,postcss.config.mjs,,https://github.com/smit455/big_bazaar-store
362,jbaze/borec-basket-claude,jbaze,User,0,0,1,postcss.config.mjs,,https://github.com/jbaze/borec-basket-claude
363,Al-amin07/project-9-client,Al-amin07,User,0,0,3,postcss.config.mjs | tailwind.config.js | eslint.config.mjs,,https://github.com/Al-amin07/project-9-client
364,farihulrouf/orcx_fe,farihulrouf,User,0,0,1,postcss.config.mjs,,https://github.com/farihulrouf/orcx_fe
365,wahab3913/kalibar-m2,wahab3913,User,0,0,1,postcss.config.mjs,,https://github.com/wahab3913/kalibar-m2
366,finom/realtime-kanban,finom,User,0,0,1,postcss.config.mjs,,https://github.com/finom/realtime-kanban
367,rejoan121615/heritage-trial-overlay,rejoan121615,User,0,0,1,postcss.config.mjs,,https://github.com/rejoan121615/heritage-trial-overlay
368,Ruwanima/Portfolio,Ruwanima,User,0,0,1,postcss.config.mjs,,https://github.com/Ruwanima/Portfolio
369,Lithira-Sasmitha/social_app,Lithira-Sasmitha,User,0,0,1,postcss.config.mjs,,https://github.com/Lithira-Sasmitha/social_app
370,coderkhalide/selorax-canvas,coderkhalide,User,0,0,1,apps/canvas-v2/postcss.config.mjs,,https://github.com/coderkhalide/selorax-canvas
371,Button-20/juzbuild-background-processor,Button-20,User,0,0,1,templates/homely/postcss.config.mjs,,https://github.com/Button-20/juzbuild-background-processor
372,Muhammadfaizanjanjua109/frammerMotion,Muhammadfaizanjanjua109,User,0,0,1,postcss.config.mjs,,https://github.com/Muhammadfaizanjanjua109/frammerMotion
373,AHAdd40451/task-sheet,AHAdd40451,User,0,0,1,postcss.config.mjs,,https://github.com/AHAdd40451/task-sheet
374,zaheerahmad92001/pettro,zaheerahmad92001,User,0,0,1,postcss.config.mjs,pettro for petLovers,https://github.com/zaheerahmad92001/pettro
375,MahadA456/mahad-portfolio,MahadA456,User,0,0,1,postcss.config.mjs,,https://github.com/MahadA456/mahad-portfolio
376,Joyeta-Mondal/Sparktech-Agency-assessment,Joyeta-Mondal,User,0,0,1,postcss.config.mjs,,https://github.com/Joyeta-Mondal/Sparktech-Agency-assessment
377,webprogramminghack/b3-practice-31,webprogramminghack,User,0,0,1,postcss.config.mjs,,https://github.com/webprogramminghack/b3-practice-31
378,Adithyahewage/Salon-demo,Adithyahewage,User,0,0,1,postcss.config.mjs,Demo project for a salon client,https://github.com/Adithyahewage/Salon-demo
379,akashstwt/eth-global-cryptowiki,akashstwt,User,0,0,1,postcss.config.mjs,,https://github.com/akashstwt/eth-global-cryptowiki
380,Gowreesh-VT/AWS-Web-Dev,Gowreesh-VT,User,0,0,1,postcss.config.mjs,,https://github.com/Gowreesh-VT/AWS-Web-Dev
381,dynamicdreamz1/startup-voyager,dynamicdreamz1,User,0,0,1,postcss.config.mjs,,https://github.com/dynamicdreamz1/startup-voyager
382,farhanmasood-se/live-docs,farhanmasood-se,User,0,0,1,postcss.config.mjs,,https://github.com/farhanmasood-se/live-docs
383,dmytro-chushko/form-editor,dmytro-chushko,User,0,0,1,postcss.config.mjs,"A Next.js application for building, publishing, and collecting submissions for custom forms. It includes an authenticated admin area with a drag-and-drop editor and a public-facing form experience.",https://github.com/dmytro-chushko/form-editor
384,Sameer447/launchpad-incubator-backend,Sameer447,User,0,0,1,postcss.config.mjs,,https://github.com/Sameer447/launchpad-incubator-backend
385,SouravDn-p/Advance-HealthCare-Next-Level-of-Smarter-Better-Health,SouravDn-p,User,0,0,1,postcss.config.mjs,"Advanced Healthcare Service   || A complete all-in-one digital healthcare platform offering online consultations, secure health records, e-prescriptions, smart symptom evaluation, and personalized patient care — all from one seamless web experience.",https://github.com/SouravDn-p/Advance-HealthCare-Next-Level-of-Smarter-Better-Health
386,SouravDn-p/Scribe-AI-Powered-Note-Taking-App,SouravDn-p,User,0,0,1,postcss.config.mjs,,https://github.com/SouravDn-p/Scribe-AI-Powered-Note-Taking-App
387,SouravDn-p/multi-form-transaction,SouravDn-p,User,0,0,1,postcss.config.mjs,A Short Transaction Demo Platform,https://github.com/SouravDn-p/multi-form-transaction
388,SouravDn-p/authjs-next-authentications,SouravDn-p,User,0,0,1,postcss.config.mjs,,https://github.com/SouravDn-p/authjs-next-authentications
389,abdullah2310ishaq/qudrat,abdullah2310ishaq,User,0,0,1,admin-panel/postcss.config.mjs,,https://github.com/abdullah2310ishaq/qudrat
390,SouravDn-p/PathFinder---Smarter-Admissions-Simpler-Bookings,SouravDn-p,User,0,0,1,postcss.config.mjs,"PathFinder – Smarter Admissions, Simpler Bookings  A full-stack Next.js app for college admission bookings. Features include college search, admission forms, reviews, profile management, and JWT-based authentication.",https://github.com/SouravDn-p/PathFinder---Smarter-Admissions-Simpler-Bookings
391,abdullah2310ishaq/resposive-doctor-websote,abdullah2310ishaq,User,0,0,1,postcss.config.mjs,,https://github.com/abdullah2310ishaq/resposive-doctor-websote
392,abdullah2310ishaq/ecommerce_jewellery_store,abdullah2310ishaq,User,0,0,1,postcss.config.mjs,,https://github.com/abdullah2310ishaq/ecommerce_jewellery_store
393,Al-amin07/pioneer,Al-amin07,User,0,0,1,postcss.config.mjs,,https://github.com/Al-amin07/pioneer
394,smit455/big_bazaar-admin,smit455,User,0,0,1,postcss.config.mjs,,https://github.com/smit455/big_bazaar-admin
395,smit455/Task_manager,smit455,User,0,0,1,postcss.config.mjs,,https://github.com/smit455/Task_manager
396,dhruvmalik007/Stratavault,dhruvmalik007,User,0,0,2,apps/web/postcss.config.mjs | packages/ui/postcss.config.mjs,application for the Ethglobal Hackmoney 2026 submission: Building the Agent experience platform to invest effortlessly in Prediction markets,https://github.com/dhruvmalik007/Stratavault
397,finom/blok,finom,User,0,0,1,postcss.config.mjs,,https://github.com/finom/blok
398,rejoan121615/website-generator,rejoan121615,User,0,0,1,packages/dashboard/postcss.config.mjs,,https://github.com/rejoan121615/website-generator
399,abdullah2310ishaq/personal-portfolio,abdullah2310ishaq,User,0,0,1,postcss.config.mjs,,https://github.com/abdullah2310ishaq/personal-portfolio
400,Joyeta-Mondal/arklab-ai-assessment,Joyeta-Mondal,User,0,0,1,postcss.config.mjs,,https://github.com/Joyeta-Mondal/arklab-ai-assessment
401,Adithyahewage/Gym-demo,Adithyahewage,User,0,0,1,postcss.config.mjs,Demo project for gym client,https://github.com/Adithyahewage/Gym-demo
402,Gowreesh-VT/VITopoly,Gowreesh-VT,User,0,0,1,postcss.config.mjs,,https://github.com/Gowreesh-VT/VITopoly
403,farhanmasood-se/slack-clone,farhanmasood-se,User,0,0,1,postcss.config.mjs,"Collaborate with your team using real-time messaging, rich text editing, and emoji support in this Slack-like app built with Next.js, Convex, and Shadcn UI.",https://github.com/farhanmasood-se/slack-clone
404,Socheema/clot,Socheema,User,0,0,1,postcss.config.mjs, Shop the best fashion products with Clot,https://github.com/Socheema/clot
405,Shumaim-Naseer-Kiyani/project1,Shumaim-Naseer-Kiyani,User,0,0,1,postcss.config.mjs,,https://github.com/Shumaim-Naseer-Kiyani/project1
406,Muhammad-Hammad-Abbasi/next.js-hackathon,Muhammad-Hammad-Abbasi,User,0,0,1,postcss.config.mjs,hackathon of figma web design.,https://github.com/Muhammad-Hammad-Abbasi/next.js-hackathon
407,Germs31/small-traslator-ai,Germs31,User,0,0,1,postcss.config.mjs,,https://github.com/Germs31/small-traslator-ai
408,prudywn/GrowthProject,prudywn,User,0,0,1,frontend/postcss.config.mjs,,https://github.com/prudywn/GrowthProject
409,FaizaFarooq23/photo-gallery,FaizaFarooq23,User,0,0,1,postcss.config.mjs,,https://github.com/FaizaFarooq23/photo-gallery
410,dbankston2409/Sober-Deck,dbankston2409,User,0,0,1,postcss.config.mjs,,https://github.com/dbankston2409/Sober-Deck
411,mahadi-zulfiker/Nextjs-Prisma-Portfolio-Frontend,mahadi-zulfiker,User,0,0,1,postcss.config.mjs,Live website,https://github.com/mahadi-zulfiker/Nextjs-Prisma-Portfolio-Frontend
412,seemab-ahmed/blockdag,seemab-ahmed,User,0,0,1,postcss.config.mjs,,https://github.com/seemab-ahmed/blockdag
413,abdullah2310ishaq/zee-admin,abdullah2310ishaq,User,0,0,1,postcss.config.mjs,,https://github.com/abdullah2310ishaq/zee-admin
414,lnbglondoncoin/lnbglondon,lnbglondoncoin,User,0,0,1,postcss.config.mjs,,https://github.com/lnbglondoncoin/lnbglondon
415,ahmadraza382/Ferrano,ahmadraza382,User,0,0,1,postcss.config.mjs,,https://github.com/ahmadraza382/Ferrano
416,JPChoyon/bikeBotics,JPChoyon,User,0,0,2,postcss.config.mjs | eslint.config.mjs,,https://github.com/JPChoyon/bikeBotics
417,Anas-Ali-3673/caa-interface,Anas-Ali-3673,User,0,0,1,postcss.config.mjs,,https://github.com/Anas-Ali-3673/caa-interface
418,akashstwt/fleek,akashstwt,User,0,0,1,postcss.config.mjs,,https://github.com/akashstwt/fleek
419,wolfstudiosai/havocker,wolfstudiosai,User,0,0,1,postcss.config.mjs,,https://github.com/wolfstudiosai/havocker
420,mdemong87/theamfisher-assignment,mdemong87,User,0,0,2,postcss.config.mjs | eslint.config.mjs,,https://github.com/mdemong87/theamfisher-assignment
421,eftakhar-491/L-2_B-6-Assignment-4-frontend,eftakhar-491,User,0,0,1,postcss.config.mjs,,https://github.com/eftakhar-491/L-2_B-6-Assignment-4-frontend
422,mohsulthana/yc-directory-nextjs,mohsulthana,User,0,0,1,postcss.config.mjs,,https://github.com/mohsulthana/yc-directory-nextjs
423,deepaksh798/dashboard-second,deepaksh798,User,0,0,1,postcss.config.mjs,,https://github.com/deepaksh798/dashboard-second
424,mahadi-zulfiker/Hishabee_Frontend_Task,mahadi-zulfiker,User,0,0,1,postcss.config.mjs,Live Site,https://github.com/mahadi-zulfiker/Hishabee_Frontend_Task
425,Ibraz94/inventory_management_system,Ibraz94,User,0,0,1,frontend/postcss.config.mjs,,https://github.com/Ibraz94/inventory_management_system
426,mdnuruzzamannirob/your-capture-awards,mdnuruzzamannirob,User,0,0,1,postcss.config.mjs,,https://github.com/mdnuruzzamannirob/your-capture-awards
427,Germs31/expense-tracking,Germs31,User,0,0,1,postcss.config.mjs,,https://github.com/Germs31/expense-tracking
428,Adharshms/builder,Adharshms,User,0,0,2,postcss.config.mjs | eslint.config.mjs,,https://github.com/Adharshms/builder
429,Nathanim1919/Avaitor-game,Nathanim1919,User,0,0,1,client/postcss.config.mjs,,https://github.com/Nathanim1919/Avaitor-game
430,saifullah-max/Navo-1,saifullah-max,User,0,0,1,postcss.config.mjs,,https://github.com/saifullah-max/Navo-1
431,kanchana404/web,kanchana404,User,0,0,1,postcss.config.mjs,,https://github.com/kanchana404/web
432,kanchana404/kaidenz-clothing,kanchana404,User,0,0,1,postcss.config.mjs,,https://github.com/kanchana404/kaidenz-clothing
433,Muhammad-Hammad-Abbasi/persnol_portfolio_2,Muhammad-Hammad-Abbasi,User,0,0,1,postcss.config.mjs,persnal_portfolio,https://github.com/Muhammad-Hammad-Abbasi/persnol_portfolio_2
434,Salman1205/MailAssists-CRM,Salman1205,User,0,0,1,postcss.config.mjs,,https://github.com/Salman1205/MailAssists-CRM
435,SouravDn-p/Innovative-task-sd246,SouravDn-p,User,0,0,1,postcss.config.mjs,A taskEarn website,https://github.com/SouravDn-p/Innovative-task-sd246
436,mahadi-zulfiker/PH-Job-Task-Web-Instructor,mahadi-zulfiker,User,0,0,1,postcss.config.mjs,Live website,https://github.com/mahadi-zulfiker/PH-Job-Task-Web-Instructor
437,mahadi-zulfiker/Raintor-Job-Task,mahadi-zulfiker,User,0,0,1,postcss.config.mjs,Live website,https://github.com/mahadi-zulfiker/Raintor-Job-Task
438,mahadi-zulfiker/SparkTech-Job-Task,mahadi-zulfiker,User,0,0,1,postcss.config.mjs,Live Site,https://github.com/mahadi-zulfiker/SparkTech-Job-Task
439,seemab-ahmed/oradentclinic-website,seemab-ahmed,User,0,0,1,postcss.config.mjs,,https://github.com/seemab-ahmed/oradentclinic-website
440,AhmadRazaKhokhar1/url-shortner-frontend,AhmadRazaKhokhar1,User,0,0,1,postcss.config.mjs,,https://github.com/AhmadRazaKhokhar1/url-shortner-frontend
441,nipun-imesh/Fly-connects-web-FN,nipun-imesh,User,0,0,1,tailwind.config.js,,https://github.com/nipun-imesh/Fly-connects-web-FN
442,Barosz30/Portfolio,Barosz30,User,0,0,1,tailwind.config.js,,https://github.com/Barosz30/Portfolio
443,web-ghoul/movie-app,web-ghoul,User,0,0,1,tailwind.config.js,,https://github.com/web-ghoul/movie-app
444,Dawit212119/DMS,Dawit212119,User,0,0,1,client/tailwind.config.js,"Nextjs,express,prisma",https://github.com/Dawit212119/DMS
445,Al-amin07/project_4_frontend,Al-amin07,User,0,0,1,tailwind.config.js,,https://github.com/Al-amin07/project_4_frontend
446,zeeshanrafiqrana/metropolis-arena-frontend,zeeshanrafiqrana,User,0,0,1,tailwind.config.js,Metropolis Arena Interactive Event Seating Map — Front-End Take-Home Task,https://github.com/zeeshanrafiqrana/metropolis-arena-frontend
447,Wasee-Ur-Rehman/DarziXpress,Wasee-Ur-Rehman,User,0,0,1,client/tailwind.config.js,Online Tailor & Clothing Alteration Service,https://github.com/Wasee-Ur-Rehman/DarziXpress
448,Flitzinteractive/FlitzSpace,Flitzinteractive,User,0,0,1,client/tailwind.config.js,,https://github.com/Flitzinteractive/FlitzSpace
449,addygeek/Walmart-Inventory-Clearance-Optimizer,addygeek,User,0,0,1,frontend/tailwind.config.js,"Smart inventory and expiry management dashboard for retail stores like Walmart — detect, track, and optimize clearance items with urgency scoring and role-based access.",https://github.com/addygeek/Walmart-Inventory-Clearance-Optimizer
450,Iambilalfaisal/Portfolio,Iambilalfaisal,User,0,0,1,tailwind.config.js,My portfolio,https://github.com/Iambilalfaisal/Portfolio
451,malikjunaidhassann/updated-calcos-frontend,malikjunaidhassann,User,0,0,1,tailwind.config.js,,https://github.com/malikjunaidhassann/updated-calcos-frontend
452,SimalChaudhari/plusfive,SimalChaudhari,User,0,0,1,tailwind.config.js,plusfive,https://github.com/SimalChaudhari/plusfive
453,Hassam-01/Forsit-task,Hassam-01,User,0,0,1,tailwind.config.js,,https://github.com/Hassam-01/Forsit-task
454,shahvezjumani/chat_app,shahvezjumani,User,0,0,1,tailwind.config.js,,https://github.com/shahvezjumani/chat_app
455,hunain25/QuickFistAid,hunain25,User,0,0,1,tailwind.config.js,,https://github.com/hunain25/QuickFistAid
456,cyhammad/rapid-appliances-repairs,cyhammad,User,0,0,1,tailwind.config.js,,https://github.com/cyhammad/rapid-appliances-repairs
457,MohamedH1000/ethaq_ecommerce_admin,MohamedH1000,User,0,0,1,tailwind.config.js,,https://github.com/MohamedH1000/ethaq_ecommerce_admin
458,acanaveras/autonomous_5g_slicing,acanaveras,User,0,0,1,NeMo-Agent-Toolkit-UI/tailwind.config.js,New repository for troubleshooting,https://github.com/acanaveras/autonomous_5g_slicing
459,Gethmi-Rathnayaka/Aventude,Gethmi-Rathnayaka,User,0,0,1,session001-fe/tailwind.config.js,,https://github.com/Gethmi-Rathnayaka/Aventude
460,Atik203/My-Anime-Client,Atik203,User,0,0,1,tailwind.config.js,,https://github.com/Atik203/My-Anime-Client
461,lihiniapsara/Spotify-Clone,lihiniapsara,User,0,0,1,tailwind.config.js,,https://github.com/lihiniapsara/Spotify-Clone
462,dhruvmalik007/small-case_preEthDelhi,dhruvmalik007,User,0,0,1,apps/web/tailwind.config.js,submission for the EthGlobal Delhi hackathon ,https://github.com/dhruvmalik007/small-case_preEthDelhi
463,jbaze/Eli-rfq-system,jbaze,User,0,0,1,rfq-app/tailwind.config.js,,https://github.com/jbaze/Eli-rfq-system
464,DamikaDeshan/FaceDetectionClient,DamikaDeshan,User,0,0,1,tailwind.config.js,,https://github.com/DamikaDeshan/FaceDetectionClient
465,morokoli/color-chrome,morokoli,User,0,0,1,tailwind.config.js,,https://github.com/morokoli/color-chrome
466,rmcsharry/me,rmcsharry,User,0,0,1,frontend/tailwind.config.js,My portfolio,https://github.com/rmcsharry/me
467,JudeTejada/snapdocs,JudeTejada,User,0,0,1,apps/frontend/tailwind.config.js,,https://github.com/JudeTejada/snapdocs
468,mohsinyzonetechnology-dev/workFlow-management,mohsinyzonetechnology-dev,User,0,0,1,client/tailwind.config.js,,https://github.com/mohsinyzonetechnology-dev/workFlow-management
469,anilgoswamistartbitsolutions/bolt-novel-merry,anilgoswamistartbitsolutions,User,0,0,1,tailwind.config.js,,https://github.com/anilgoswamistartbitsolutions/bolt-novel-merry
470,spacecode-library/nurse-nest,spacecode-library,User,0,0,1,tailwind.config.js,,https://github.com/spacecode-library/nurse-nest
471,jesus270/Krain-MVP-v1,jesus270,User,0,0,1,apps/landing/tailwind.config.js,,https://github.com/jesus270/Krain-MVP-v1
472,01aksh/jobPilotFrontend,01aksh,User,0,0,1,tailwind.config.js,"ReactJS, TailwindCSS,Typescript",https://github.com/01aksh/jobPilotFrontend
473,kiranmistary0697/Stratezy_lab,kiranmistary0697,User,0,0,1,tailwind.config.js,,https://github.com/kiranmistary0697/Stratezy_lab
474,aviel9552/plusfive-frontend,aviel9552,User,0,0,1,tailwind.config.js,plusfive-frontend,https://github.com/aviel9552/plusfive-frontend
475,MohamedH1000/ethaq_ecommerce,MohamedH1000,User,0,0,1,tailwind.config.js,,https://github.com/MohamedH1000/ethaq_ecommerce
476,amit-biswas-1992/joykoly-test-app,amit-biswas-1992,User,0,0,1,tailwind.config.js,"React Native Joykoly Academy App with Dashboard, Exams, and API Integration",https://github.com/amit-biswas-1992/joykoly-test-app
477,seemab-ahmed/eden-funded,seemab-ahmed,User,0,0,1,tailwind.config.js,,https://github.com/seemab-ahmed/eden-funded
478,Professor833/orchestrix,Professor833,User,0,0,1,frontend/tailwind.config.js,AI workflow Automation Platform,https://github.com/Professor833/orchestrix
479,rajkananirk/personal-finance-node,rajkananirk,User,0,0,1,tailwind.config.js,,https://github.com/rajkananirk/personal-finance-node
480,Ali-Hamas/AI-Learn-Hub,Ali-Hamas,User,0,0,1,frontend/tailwind.config.js,Premium AI Learning Platform - AI LearnHub,https://github.com/Ali-Hamas/AI-Learn-Hub
481,gSimani/ConcordBroker,gSimani,User,0,0,2,apps/web/tailwind.config.js | backups/apps_web_before_master_/tailwind.config.js,Extract CRE and  Residential information ,https://github.com/gSimani/ConcordBroker
482,syed-zaeem/fyp-frontend,syed-zaeem,User,0,0,1,Project Frontend/tailwind.config.js,This is the frontend for the FYP.,https://github.com/syed-zaeem/fyp-frontend
483,developerDesinger/Scrapping-Dashboard-Frontend,developerDesinger,User,0,0,1,tailwind.config.js,Frontend for the Scrapping Dashboard app.,https://github.com/developerDesinger/Scrapping-Dashboard-Frontend
484,jade0615/Bookme,jade0615,User,0,0,1,frontend/tailwind.config.js,,https://github.com/jade0615/Bookme
485,jbaze/prject-hejer-image-upload,jbaze,User,0,0,1,image-upload-feature-angular/tailwind.config.js,,https://github.com/jbaze/prject-hejer-image-upload
486,Atik203/Quiz-Taker-Client,Atik203,User,0,0,1,tailwind.config.js,,https://github.com/Atik203/Quiz-Taker-Client
487,dhruvmalik007/smallcase_defi,dhruvmalik007,User,0,0,1,apps/web/tailwind.config.js,submission for the EthGlobal Delhi hackathon project : Building thematic industry based mutual funds composed of various defi portfolios  ,https://github.com/dhruvmalik007/smallcase_defi
488,Ali-Hamas/VPS-Error,Ali-Hamas,User,0,0,1,frontend/tailwind.config.js,,https://github.com/Ali-Hamas/VPS-Error
489,Atik203/My-Anime-Server,Atik203,User,0,0,1,eslint.config.mjs,,https://github.com/Atik203/My-Anime-Server
490,Al-amin07/ci-cd,Al-amin07,User,0,0,1,eslint.config.mjs,,https://github.com/Al-amin07/ci-cd
491,parthvaghani/vinayaknaturals-api,parthvaghani,User,0,0,1,eslint.config.mjs,,https://github.com/parthvaghani/vinayaknaturals-api
492,Success0452/NestAssessment,Success0452,User,0,0,1,eslint.config.mjs,,https://github.com/Success0452/NestAssessment
493,arif1101/AadilPay-backend,arif1101,User,0,0,1,eslint.config.mjs,,https://github.com/arif1101/AadilPay-backend
494,pratikp72/strollr-app,pratikp72,User,0,0,1,eslint.config.mjs,,https://github.com/pratikp72/strollr-app
495,anilgoswamistartbitsolutions/firebasebase-auth-and-store,anilgoswamistartbitsolutions,User,0,0,1,eslint.config.mjs,,https://github.com/anilgoswamistartbitsolutions/firebasebase-auth-and-store
496,Logixbuilttech/payload_posts,Logixbuilttech,User,0,0,1,eslint.config.mjs,,https://github.com/Logixbuilttech/payload_posts
497,JudeTejada/Fragments,JudeTejada,User,0,0,1,eslint.config.mjs,,https://github.com/JudeTejada/Fragments
498,mohsulthana/aurora-reminder-app,mohsulthana,User,0,0,1,eslint.config.mjs,subscription reminder,https://github.com/mohsulthana/aurora-reminder-app
499,pt67/test,pt67,User,0,0,1,frontend/eslint.config.mjs,,https://github.com/pt67/test
500,Mohsin-Javed48/UDEMY-Backend-Practice-projects,Mohsin-Javed48,User,0,0,2,Section-7-MVC/00-starting-setup/eslint.config.mjs | Section-5-Express/eslint.config.mjs,,https://github.com/Mohsin-Javed48/UDEMY-Backend-Practice-projects
501,Al-amin07/project_5_backend,Al-amin07,User,0,0,1,eslint.config.mjs,,https://github.com/Al-amin07/project_5_backend
502,Al-amin07/backend_danyel_new,Al-amin07,User,0,0,1,eslint.config.mjs,,https://github.com/Al-amin07/backend_danyel_new
503,SouravDn-p/NestJs-Backend-Practice,SouravDn-p,User,0,0,1,eslint.config.mjs,,https://github.com/SouravDn-p/NestJs-Backend-Practice
504,seemab-ahmed/cutzclub-next,seemab-ahmed,User,0,0,1,eslint.config.mjs,,https://github.com/seemab-ahmed/cutzclub-next
505,QaisarWaheed/service-connect-nest-be,QaisarWaheed,User,0,0,1,eslint.config.mjs,,https://github.com/QaisarWaheed/service-connect-nest-be
506,SouravDn-p/NestJs-Template,SouravDn-p,User,0,0,1,eslint.config.mjs,A Nest Js backend server with latest features,https://github.com/SouravDn-p/NestJs-Template
507,Muhammad-Achir/nestjs-real-time-chat,Muhammad-Achir,User,0,0,1,eslint.config.mjs,,https://github.com/Muhammad-Achir/nestjs-real-time-chat
508,arif1101/nextNest,arif1101,User,0,0,1,eslint.config.mjs,,https://github.com/arif1101/nextNest
509,mirzaghalib4726/event_management_backend,mirzaghalib4726,User,0,0,1,eslint.config.mjs,,https://github.com/mirzaghalib4726/event_management_backend
510,Arman8957/zenith-be,Arman8957,User,0,0,1,eslint.config.mjs,,https://github.com/Arman8957/zenith-be
511,dev-muneeb-1520/nest-js-quiz-manager,dev-muneeb-1520,User,0,0,1,server/eslint.config.mjs,,https://github.com/dev-muneeb-1520/nest-js-quiz-manager
512,213020aumc/nestjs-basics,213020aumc,User,0,0,1,eslint.config.mjs,"Starter repository for practicing NestJS fundamentals including project setup, routing, and API building.",https://github.com/213020aumc/nestjs-basics
513,gmhridu/bicycle-assignment-ph,gmhridu,User,0,0,1,eslint.config.mjs,,https://github.com/gmhridu/bicycle-assignment-ph
514,Anas-Ali-3673/CAA,Anas-Ali-3673,User,0,0,1,eslint.config.mjs,,https://github.com/Anas-Ali-3673/CAA
515,noors-code/swarrpay-backend,noors-code,User,0,0,1,eslint.config.mjs,,https://github.com/noors-code/swarrpay-backend
516,mahadi-zulfiker/aura-commerce-backend,mahadi-zulfiker,User,0,0,1,eslint.config.mjs,"A comprehensive NestJS backend API for the Aura Commerce e-commerce platform, featuring multi-vendor support, complete order management, payment processing with Stripe, and advanced analytics.",https://github.com/mahadi-zulfiker/aura-commerce-backend
517,Arman8957/husss-be,Arman8957,User,0,0,1,eslint.config.mjs,,https://github.com/Arman8957/husss-be
518,Abd-elrahmann/profit-backend,Abd-elrahmann,User,0,0,1,eslint.config.mjs,,https://github.com/Abd-elrahmann/profit-backend
519,nasirrasheed/Deadlive,nasirrasheed,User,0,0,1,eslint.config.mjs,,https://github.com/nasirrasheed/Deadlive
520,idrishci/DreamJob,idrishci,User,0,0,1,src/app/eslint.config.mjs,,https://github.com/idrishci/DreamJob
521,arif1101/TripSphere-server,arif1101,User,0,0,1,eslint.config.mjs,,https://github.com/arif1101/TripSphere-server
522,mahadi-zulfiker/Backend-Tour-Management-System,mahadi-zulfiker,User,0,0,1,eslint.config.mjs,,https://github.com/mahadi-zulfiker/Backend-Tour-Management-System
523,arjunkhetia/NestJS-PostgreSQL-Project,arjunkhetia,User,0,0,1,eslint.config.mjs,NestJS + PostgreSQL - Template,https://github.com/arjunkhetia/NestJS-PostgreSQL-Project
524,Al-amin07/backend_template,Al-amin07,User,0,0,1,eslint.config.mjs,,https://github.com/Al-amin07/backend_template
525,RazaAkmal/telehealth-assignment,RazaAkmal,User,0,0,1,eslint.config.mjs,,https://github.com/RazaAkmal/telehealth-assignment
526,dev-muneeb-1520/restraunt-management-app-backend,dev-muneeb-1520,User,0,0,1,eslint.config.mjs,"Scalable backend for a Restaurant Management App built with NestJS, Prisma, and PostgreSQL. Supports authentication, menu, orders, tables, and role-based access.",https://github.com/dev-muneeb-1520/restraunt-management-app-backend
527,Al-amin07/nest-template,Al-amin07,User,0,0,1,eslint.config.mjs,,https://github.com/Al-amin07/nest-template
528,Al-amin07/purple-cat-server,Al-amin07,User,0,0,1,eslint.config.mjs,,https://github.com/Al-amin07/purple-cat-server
529,QaisarWaheed/aluminium-backend,QaisarWaheed,User,0,0,1,eslint.config.mjs,,https://github.com/QaisarWaheed/aluminium-backend
530,QaisarWaheed/chemtronics-backend,QaisarWaheed,User,0,0,1,eslint.config.mjs,,https://github.com/QaisarWaheed/chemtronics-backend
531,SouravDn-p/chatApp-backend,SouravDn-p,User,0,0,1,eslint.config.mjs,,https://github.com/SouravDn-p/chatApp-backend
532,mirzaghalib4726/committee-backend,mirzaghalib4726,User,0,0,1,eslint.config.mjs,,https://github.com/mirzaghalib4726/committee-backend
533,arjunkhetia/NestJS-MongoDB-Project,arjunkhetia,User,0,0,1,eslint.config.mjs,NestJS + MongoDB - Template,https://github.com/arjunkhetia/NestJS-MongoDB-Project
534,arjunkhetia/NestJS-Swagger-Project,arjunkhetia,User,0,0,1,eslint.config.mjs,NestJS + Swagger - Template,https://github.com/arjunkhetia/NestJS-Swagger-Project
